Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
2016-07-15,2016,West Hartford,164500.0,310000.0,Single Family,Detached House,3,2,1064.0,1.348259,North
2016-07-16,2016,,235970.0,339000.0,Single Family,Detached House,3,1,927.0,1.348259,West
2016-07-16,2016,Stamford,491100.0,799000.0,Single Family,Detached House,3,1,1056.0,1.348259,East
2016-07-16,2016,Bridgeport,,89900.0,Single Family,Detached House,3,1,962.0,1.348259,South
2016-07-16,2016,Stamford,724040.0,950000.0,Single Family,Detached House,3,1,940.0,1.348259,East
2016-07-16,2016,,446470.0,770000.0,Single Family,Detached House,3,3,1011.0,1.348259,South
2016-07-16,2016,West Hartford,,250000.0,Single Family,Detached House,3,3,,1.348259,East
2016-07-16,2016,Bridgeport,191410.0,214900.0,Two Family,Duplex,4,2,1344.0,1.348259,East
2016-07-16,2016,West Hartford,240240.0,445000.0,Single Family,Detached House,3,1,1029.0,1.348259,North
2016-07-16,2016,Greenwich,1001140.0,1450000.0,Single Family,Detached House,3,2,907.0,1.348259,North
2016-07-17,2016,Greenwich,762020.0,1585000.0,?,Detached House,3,2,991.0,1.348259,South
2016-07-17,2016,,548800.0,1015000.0,Single Family,Detached House,3,3,944.0,1.348259,South
2016-07-17,2016,,230300.0,378000.0,?,Detached House,3,2,979.0,1.348259,East
2016-07-17,2016,Bridgeport,127660.0,165000.0,?,Detached House,3,2,1074.0,1.348259,North
2016-07-17,2016,West Hartford,187670.0,292500.0,?,Detached House,3,2,1072.0,1.348259,West
2016-07-17,2016,Bridgeport,150950.0,55000.0,?,Duplex,4,4,1409.0,1.348259,South
2016-07-17,2016,Stamford,474020.0,749500.0,Single Family,Detached House,3,3,997.0,1.348259,East
2016-07-18,2016,,582680.0,7500.0,?,Detached House,3,3,936.0,1.348259,North
2016-07-18,2016,Fairfield,546280.0,799000.0,Single Family,Detached House,3,2,903.0,1.348259,North
2016-07-21,2016,Stamford,251050.0,455000.0,?,Detached House,3,3,1022.0,1.348259,South
2016-07-21,2016,Fairfield,244720.0,405000.0,Single Family,Detached House,3,1,1048.0,1.348259,South
2016-07-21,2016,Fairfield,234010.0,423000.0,Single Family,Detached House,3,3,1050.0,1.348259,South
2016-07-21,2016,West Hartford,187950.0,335000.0,?,Duplex,4,4,1339.0,1.348259,West
2016-07-21,2016,,172900.0,293000.0,Single Family,Detached House,3,2,921.0,1.348259,North
2016-07-21,2016,Waterbury,91800.0,124000.0,Single Family,Detached House,3,3,905.0,1.348259,North
2016-07-21,2016,West Hartford,129570.0,167000.0,Single Family,Detached House,3,3,1026.0,1.348259,South
2016-07-22,2016,West Hartford,308140.0,425000.0,Single Family,Detached House,3,2,972.0,1.348259,West
2016-07-23,2016,Greenwich,851480.0,1431875.0,Single Family,Detached House,3,1,1086.0,1.348259,North
2016-07-23,2016,Bridgeport,188970.0,84000.0,Three Family,Triplex,6,4,2066.0,1.348259,South
2016-07-23,2016,Waterbury,120300.0,157909.0,Single Family,Detached House,3,2,1002.0,1.348259,East
2016-07-24,2016,Stamford,917670.0,1595000.0,Single Family,Detached House,3,1,,1.348259,South
2016-07-25,2016,Stamford,,604000.0,Single Family,Detached House,3,1,,1.348259,South
2016-07-25,2016,Greenwich,409990.0,785000.0,Two Family,Duplex,4,3,1278.0,1.348259,North
2016-07-25,2016,,51800.0,27105.0,Single Family,Detached House,3,3,1073.0,1.348259,East
2016-07-28,2016,Stamford,276500.0,480000.0,Single Family,Detached House,3,2,975.0,1.348259,East
2016-07-28,2016,Waterbury,67670.0,85000.0,Single Family,Detached House,3,1,908.0,1.348259,East
2016-07-28,2016,Fairfield,248150.0,507000.0,Single Family,Detached House,3,2,991.0,1.348259,North
2016-07-28,2016,West Hartford,185290.0,320000.0,Single Family,Detached House,3,2,924.0,1.348259,East
2016-07-28,2016,Fairfield,295820.0,420000.0,Two Family,Duplex,4,3,1474.0,1.348259,West
2016-07-28,2016,Fairfield,230370.0,457000.0,Single Family,Detached House,3,3,951.0,1.348259,South
2016-07-29,2016,Stamford,229640.0,430000.0,Single Family,Detached House,3,1,1087.0,1.348259,North
2016-07-30,2016,Stamford,547410.0,900001.0,Single Family,Detached House,3,2,914.0,1.348259,East
2016-07-30,2016,,,1050000.0,Single Family,Detached House,3,1,958.0,1.348259,South
2016-07-30,2016,Bridgeport,187820.0,211000.0,Single Family,Detached House,3,2,974.0,1.348259,East
2016-07-30,2016,Greenwich,824110.0,1076000.0,Single Family,Detached House,3,3,991.0,1.348259,North
2016-07-30,2016,Stamford,264610.0,549000.0,Single Family,Detached House,3,2,,1.348259,North
2016-07-30,2016,Waterbury,108660.0,35000.0,Single Family,Detached House,3,2,1088.0,1.348259,South
2016-07-30,2016,Bridgeport,219480.0,85000.0,?,Detached House,3,1,947.0,1.348259,West
2016-07-30,2016,Waterbury,60720.0,6000.0,Three Family,Triplex,6,6,1975.0,1.348259,East
2016-07-31,2016,Waterbury,32620.0,70000.0,Three Family,Triplex,6,4,2003.0,1.348259,South
2016-07-31,2016,West Hartford,200830.0,360000.0,Single Family,Detached House,3,1,1017.0,1.348259,North
2016-07-31,2016,West Hartford,336350.0,570000.0,?,Detached House,3,1,1041.0,1.348259,South
2016-07-31,2016,West Hartford,351190.0,652000.0,Single Family,Detached House,3,1,1074.0,1.348259,South
2016-07-31,2016,Bridgeport,96800.0,100000.0,Single Family,Detached House,3,3,905.0,1.348259,South
2016-07-31,2016,Stamford,,1963778.0,Single Family,Detached House,3,2,944.0,1.348259,East
2016-07-31,2016,West Hartford,158830.0,290000.0,Single Family,Detached House,3,3,1087.0,1.348259,East
2016-07-31,2016,Greenwich,364770.0,650000.0,Single Family,Detached House,3,1,,1.348259,West
2016-07-31,2016,Waterbury,69730.0,20000.0,Single Family,Detached House,3,1,,1.348259,East
2016-08-01,2016,Fairfield,,1149000.0,Single Family,Detached House,3,1,1055.0,1.348259,East
2016-08-01,2016,Greenwich,,2000000.0,Single Family,Detached House,3,1,984.0,1.348259,North
2016-08-01,2016,Greenwich,7102410.0,10500000.0,Single Family,Detached House,3,1,952.0,1.348259,North
2016-08-01,2016,Greenwich,276780.0,500000.0,Two Family,Duplex,4,4,1408.0,1.348259,East
2016-08-01,2016,Fairfield,345450.0,589000.0,?,Detached House,3,2,963.0,1.348259,South
2016-08-01,2016,Fairfield,402360.0,435000.0,Single Family,Detached House,3,3,1034.0,1.348259,East
2016-08-04,2016,Fairfield,254520.0,495000.0,?,Detached House,3,2,901.0,1.348259,South
2016-08-04,2016,Bridgeport,117840.0,116000.0,Single Family,Detached House,3,2,1083.0,1.348259,South
2016-08-04,2016,Fairfield,570080.0,850000.0,Single Family,Detached House,3,3,1059.0,1.348259,East
2016-08-04,2016,Greenwich,,4490000.0,Single Family,Detached House,3,3,1007.0,1.348259,South
2016-08-04,2016,Bridgeport,129460.0,77500.0,?,Detached House,3,2,926.0,1.348259,West
2016-08-04,2016,Bridgeport,150380.0,232000.0,Single Family,Detached House,3,1,956.0,1.348259,South
2016-08-04,2016,,,587500.0,Single Family,Detached House,3,1,945.0,1.348259,South
2016-08-05,2016,West Hartford,332080.0,540000.0,Single Family,Detached House,3,3,931.0,1.348259,South
2016-08-05,2016,Waterbury,72320.0,68500.0,Single Family,Detached House,3,2,1022.0,1.348259,West
2016-08-05,2016,Fairfield,795900.0,1220000.0,Single Family,Detached House,3,1,954.0,1.348259,South
2016-08-05,2016,West Hartford,171640.0,270000.0,Single Family,Detached House,3,2,,1.348259,North
2016-08-05,2016,,236180.0,157500.0,Single Family,Detached House,3,1,939.0,1.348259,East
2016-08-05,2016,,151550.0,250000.0,Single Family,Detached House,3,3,993.0,1.348259,North
2016-08-06,2016,,106500.0,160000.0,Two Family,Duplex,4,4,1392.0,1.348259,East
2016-08-06,2016,Stamford,421270.0,662000.0,Single Family,Detached House,3,1,929.0,1.348259,North
2016-08-06,2016,West Hartford,351680.0,525000.0,Single Family,Detached House,3,3,919.0,1.348259,West
2016-08-06,2016,Waterbury,88330.0,100000.0,Single Family,Detached House,3,3,974.0,1.348259,West
2016-08-06,2016,Bridgeport,218070.0,165000.0,Two Family,Duplex,4,2,,1.348259,North
2016-08-06,2016,Bridgeport,160630.0,170000.0,Two Family,Duplex,4,4,1359.0,1.348259,West
2016-08-06,2016,,1826790.0,3259023.0,Single Family,Detached House,3,1,1085.0,1.348259,East
2016-08-06,2016,Stamford,209930.0,330000.0,?,Detached House,3,2,,1.348259,South
2016-08-07,2016,West Hartford,195720.0,325000.0,Single Family,Detached House,3,1,1061.0,1.348259,South
2016-08-07,2016,Fairfield,307650.0,445000.0,Single Family,Detached House,3,2,948.0,1.348259,North
2016-08-07,2016,Fairfield,952210.0,1620000.0,Single Family,Detached House,3,2,925.0,1.348259,East
2016-08-07,2016,Bridgeport,166980.0,150000.0,Three Family,Triplex,6,4,1944.0,1.348259,North
2016-08-08,2016,Greenwich,4326280.0,4000000.0,Single Family,Detached House,3,3,1013.0,1.348259,East
2016-08-08,2016,Waterbury,31220.0,105600.0,?,Triplex,6,5,2184.0,1.348259,North
2016-08-08,2016,Greenwich,395080.0,765000.0,Single Family,Detached House,3,3,1075.0,1.348259,North
2016-08-08,2016,Greenwich,627060.0,994000.0,Single Family,Detached House,3,3,915.0,1.348259,North
2016-08-08,2016,Waterbury,74290.0,35300.0,?,Detached House,3,2,952.0,1.348259,South
2016-08-11,2016,Fairfield,292670.0,465000.0,Single Family,Detached House,3,3,935.0,1.348259,West
2016-08-11,2016,,173460.0,210000.0,Single Family,Detached House,3,3,1015.0,1.348259,South
2016-08-11,2016,Stamford,,422500.0,Single Family,Detached House,3,1,983.0,1.348259,East
2016-08-11,2016,Greenwich,794080.0,1100000.0,Single Family,Detached House,3,3,1022.0,1.348259,North
2016-08-12,2016,Greenwich,3689210.0,6285000.0,Single Family,Detached House,3,2,997.0,1.348259,East
2016-08-12,2016,Stamford,288390.0,506000.0,Single Family,Detached House,3,1,,1.348259,North
2016-08-12,2016,Stamford,336830.0,260000.0,Single Family,Detached House,3,3,904.0,1.348259,South
2016-08-12,2016,Greenwich,930230.0,1298000.0,Single Family,Detached House,3,2,962.0,1.348259,East
2016-08-12,2016,West Hartford,227010.0,322000.0,Single Family,Detached House,3,2,961.0,1.348259,East
2016-08-12,2016,Stamford,974560.0,1778813.0,Single Family,Detached House,3,1,1065.0,1.348259,South
2016-08-12,2016,Fairfield,278950.0,560000.0,?,Triplex,6,6,1870.0,1.348259,North
2016-08-12,2016,Waterbury,48640.0,82000.0,Single Family,Detached House,3,1,993.0,1.348259,South
2016-08-13,2016,,354270.0,590000.0,Single Family,Detached House,3,1,956.0,1.348259,South
2016-08-13,2016,West Hartford,209580.0,215000.0,?,Duplex,4,4,1356.0,1.348259,North
2016-08-14,2016,Waterbury,80210.0,132000.0,Single Family,Detached House,3,2,,1.348259,South
2016-08-14,2016,Greenwich,1317610.0,1838500.0,?,Detached House,3,2,980.0,1.348259,East
2016-08-14,2016,Bridgeport,169030.0,172000.0,Single Family,Detached House,3,2,1013.0,1.348259,North
2016-08-15,2016,Fairfield,346850.0,432100.0,Single Family,Detached House,3,1,911.0,1.348259,South
2016-08-15,2016,Greenwich,1512560.0,2050000.0,Single Family,Detached House,3,2,968.0,1.348259,East
2016-08-15,2016,Greenwich,373590.0,586000.0,Single Family,Detached House,3,3,957.0,1.348259,North
2016-08-15,2016,Greenwich,,3200000.0,Single Family,Detached House,3,3,1013.0,1.348259,East
2016-08-15,2016,Greenwich,1556170.0,2325000.0,Single Family,Detached House,3,2,940.0,1.348259,South
2016-08-18,2016,West Hartford,173670.0,175000.0,Single Family,Detached House,3,1,,1.348259,South
2016-08-18,2016,Stamford,345480.0,590000.0,?,Detached House,3,3,1022.0,1.348259,North
2016-08-18,2016,Greenwich,1198820.0,3700000.0,Single Family,Detached House,3,1,977.0,1.348259,North
2016-08-19,2016,West Hartford,190190.0,322000.0,Single Family,Detached House,3,2,1041.0,1.348259,North
2016-08-19,2016,Fairfield,630000.0,967500.0,Single Family,Detached House,3,1,1054.0,1.348259,West
2016-08-19,2016,Greenwich,2747710.0,5400000.0,Single Family,Detached House,3,1,1036.0,1.348259,North
2016-08-19,2016,Fairfield,384160.0,700000.0,?,Detached House,3,3,945.0,1.348259,North
2016-08-19,2016,Greenwich,1223670.0,1970000.0,Single Family,Detached House,3,3,1075.0,1.348259,West
2016-08-20,2016,Waterbury,84500.0,136000.0,?,Detached House,3,3,1037.0,1.348259,South
2016-08-20,2016,Waterbury,,50100.0,Single Family,Detached House,3,2,1096.0,1.348259,West
2016-08-20,2016,Waterbury,47670.0,60000.0,Two Family,Duplex,4,3,,1.348259,East
2016-08-20,2016,West Hartford,350840.0,510000.0,?,Detached House,3,1,1096.0,1.348259,East
2016-08-20,2016,West Hartford,209720.0,375000.0,?,Detached House,3,3,1040.0,1.348259,South
2016-08-21,2016,,77250.0,142000.0,Single Family,Detached House,3,1,1017.0,1.348259,West
2016-08-22,2016,Waterbury,86450.0,120000.0,Single Family,Detached House,3,2,1039.0,1.348259,West
2016-08-22,2016,Stamford,932810.0,2000000.0,Single Family,Detached House,3,2,1004.0,1.348259,North
2016-08-25,2016,Bridgeport,128450.0,115000.0,Two Family,Duplex,4,3,,1.348259,South
2016-08-25,2016,,92200.0,17500.0,Three Family,Triplex,6,5,,1.348259,West
2016-08-25,2016,Bridgeport,109700.0,165000.0,Single Family,Detached House,3,2,1018.0,1.348259,West
2016-08-25,2016,Bridgeport,103200.0,90000.0,Two Family,Duplex,4,4,1463.0,1.348259,South
2016-08-25,2016,,112120.0,65000.0,?,Detached House,3,2,1067.0,1.348259,East
2016-08-25,2016,Bridgeport,77150.0,55000.0,Single Family,Detached House,3,2,1066.0,1.348259,South
2016-08-26,2016,Waterbury,80270.0,38000.0,Three Family,Triplex,6,6,2045.0,1.348259,North
2016-08-26,2016,Greenwich,4676210.0,6275000.0,Single Family,Detached House,3,3,1019.0,1.348259,East
2016-08-26,2016,West Hartford,248710.0,370000.0,Single Family,Detached House,3,3,1057.0,1.348259,West
2016-08-26,2016,Stamford,224650.0,300000.0,?,Detached House,3,3,960.0,1.348259,West
2016-08-26,2016,Fairfield,228480.0,433000.0,Single Family,Detached House,3,1,908.0,1.348259,East
2016-08-26,2016,,,37000.0,?,Duplex,4,3,1357.0,1.348259,West
2016-08-27,2016,,277010.0,475000.0,Single Family,Detached House,3,3,1060.0,1.348259,West
2016-08-27,2016,Fairfield,666820.0,1350000.0,Single Family,Detached House,3,2,963.0,1.348259,South
2016-08-27,2016,Fairfield,432040.0,545000.0,?,Detached House,3,2,1099.0,1.348259,South
2016-08-27,2016,Bridgeport,127710.0,134000.0,Single Family,Detached House,3,3,1017.0,1.348259,North
2016-08-27,2016,Bridgeport,103380.0,134500.0,Single Family,Detached House,3,2,931.0,1.348259,North
2016-08-28,2016,Bridgeport,145900.0,150000.0,Single Family,Detached House,3,2,,1.348259,South
2016-08-28,2016,,254320.0,521500.0,?,Detached House,3,3,,1.348259,East
2016-08-28,2016,West Hartford,191240.0,250000.0,Single Family,Detached House,3,1,910.0,1.348259,East
2016-08-29,2016,Stamford,,592000.0,Single Family,Detached House,3,1,1064.0,1.348259,West
2016-08-29,2016,Greenwich,844760.0,1575000.0,Single Family,Detached House,3,1,912.0,1.348259,East
2016-08-29,2016,,270930.0,479000.0,Single Family,Detached House,3,3,1036.0,1.348259,South
2016-09-02,2016,Stamford,464620.0,544500.0,Single Family,Detached House,3,1,922.0,1.348259,South
2016-09-02,2016,West Hartford,178640.0,213000.0,Single Family,Detached House,3,3,985.0,1.348259,South
2016-09-02,2016,West Hartford,135590.0,202000.0,Single Family,Detached House,3,3,,1.348259,North
2016-09-02,2016,Bridgeport,222340.0,234000.0,Single Family,Detached House,3,1,977.0,1.348259,East
2016-09-02,2016,Bridgeport,148900.0,26500.0,Two Family,Duplex,4,3,1225.0,1.348259,West
2016-09-02,2016,West Hartford,160790.0,260000.0,Single Family,Detached House,3,3,1027.0,1.348259,North
2016-09-02,2016,Bridgeport,183520.0,295000.0,Two Family,Duplex,4,4,1274.0,1.348259,West
2016-09-02,2016,Fairfield,424970.0,627000.0,Single Family,Detached House,3,3,1058.0,1.348259,West
2016-09-02,2016,West Hartford,170030.0,282000.0,Single Family,Detached House,3,1,1017.0,1.348259,East
2016-09-02,2016,West Hartford,165410.0,259000.0,Single Family,Detached House,3,1,1046.0,1.348259,South
2016-09-03,2016,Bridgeport,143490.0,52500.0,Two Family,Duplex,4,4,,1.348259,East
2016-09-03,2016,West Hartford,126560.0,180000.0,Single Family,Detached House,3,2,1094.0,1.348259,East
2016-09-04,2016,,263690.0,475000.0,Single Family,Detached House,3,2,918.0,1.348259,North
2016-09-08,2016,West Hartford,183680.0,237000.0,Single Family,Detached House,3,1,971.0,1.348259,West
2016-09-08,2016,Bridgeport,121050.0,132500.0,Two Family,Duplex,4,3,,1.348259,North
2016-09-08,2016,West Hartford,163490.0,255000.0,Single Family,Detached House,3,1,1025.0,1.348259,South
2016-09-08,2016,Greenwich,576730.0,920000.0,Single Family,Detached House,3,2,998.0,1.348259,South
2016-09-09,2016,,2066820.0,2850000.0,Single Family,Detached House,3,2,904.0,1.348259,West
2016-09-09,2016,Waterbury,78090.0,69900.0,Single Family,Detached House,3,2,985.0,1.348259,South
2016-09-09,2016,Bridgeport,114510.0,137000.0,Single Family,Detached House,3,3,1008.0,1.348259,North
2016-09-10,2016,Waterbury,93310.0,142000.0,Single Family,Detached House,3,3,999.0,1.348259,South
2016-09-11,2016,Waterbury,,16000.0,Three Family,Triplex,6,6,1931.0,1.348259,West
2016-09-11,2016,Fairfield,759360.0,975000.0,?,Detached House,3,2,999.0,1.348259,South
2016-09-11,2016,Fairfield,631330.0,774000.0,Single Family,Detached House,3,3,1087.0,1.348259,South
2016-09-11,2016,Bridgeport,110960.0,135000.0,Single Family,Detached House,3,3,1014.0,1.348259,West
2016-09-11,2016,,273640.0,432000.0,Single Family,Detached House,3,1,1073.0,1.348259,South
2016-09-12,2016,Fairfield,489440.0,705000.0,Single Family,Detached House,3,2,955.0,1.348259,North
2016-09-15,2016,West Hartford,158480.0,250000.0,?,Detached House,3,2,1062.0,1.348259,North
2016-09-15,2016,Waterbury,97740.0,50000.0,Single Family,Detached House,3,1,922.0,1.348259,North
2016-09-15,2016,Greenwich,1104810.0,1900000.0,Single Family,Detached House,3,1,942.0,1.348259,North
2016-09-15,2016,Greenwich,921060.0,1328800.0,Single Family,Detached House,3,3,1001.0,1.348259,South
2016-09-15,2016,West Hartford,206080.0,270000.0,Single Family,Detached House,3,2,900.0,1.348259,West
2016-09-16,2016,Waterbury,,38500.0,Single Family,Detached House,3,1,,1.348259,East
2016-09-16,2016,Bridgeport,135110.0,175000.0,Single Family,Detached House,3,2,931.0,1.348259,North
2016-09-16,2016,,73280.0,53000.0,Single Family,Detached House,3,2,921.0,1.348259,East
2016-09-16,2016,Bridgeport,208180.0,70000.0,Three Family,Triplex,6,5,1973.0,1.348259,South
2016-09-16,2016,Greenwich,771610.0,905000.0,Single Family,Detached House,3,3,1093.0,1.348259,North
2016-09-16,2016,Bridgeport,127820.0,48000.0,Two Family,Duplex,4,3,1499.0,1.348259,East
2016-09-16,2016,Stamford,474000.0,717500.0,Single Family,Detached House,3,2,953.0,1.348259,South
2016-09-17,2016,,121700.0,115200.0,Single Family,Detached House,3,2,1036.0,1.348259,North
2016-09-17,2016,Waterbury,,71000.0,Single Family,Detached House,3,2,1080.0,1.348259,South
2016-09-18,2016,West Hartford,174580.0,249900.0,Single Family,Detached House,3,3,960.0,1.348259,West
2016-09-18,2016,West Hartford,138880.0,169000.0,Single Family,Detached House,3,1,1024.0,1.348259,East
2016-09-19,2016,,469600.0,750000.0,Single Family,Detached House,3,1,1002.0,1.348259,North
2016-09-22,2016,Fairfield,443800.0,715000.0,Single Family,Detached House,3,2,1041.0,1.348259,South
2016-09-22,2016,Waterbury,85390.0,138000.0,?,Detached House,3,3,1032.0,1.348259,South
2016-09-22,2016,Stamford,488200.0,730000.0,Single Family,Detached House,3,3,1046.0,1.348259,North
2016-09-23,2016,West Hartford,171780.0,227000.0,Single Family,Detached House,3,1,982.0,1.348259,North
2016-09-23,2016,Fairfield,376810.0,572500.0,Single Family,Detached House,3,3,1096.0,1.348259,East
2016-09-23,2016,West Hartford,203560.0,235000.0,?,Detached House,3,1,1044.0,1.348259,North
2016-09-24,2016,,73400.0,27000.0,Two Family,Duplex,4,2,1271.0,1.348259,South
2016-09-24,2016,Bridgeport,115950.0,95000.0,Single Family,Detached House,3,3,1045.0,1.348259,West
2016-09-24,2016,,57990.0,5000.0,Three Family,Triplex,6,5,2084.0,1.348259,East
2016-09-24,2016,West Hartford,629090.0,295860.0,Single Family,Detached House,3,1,964.0,1.348259,North
2016-09-24,2016,Fairfield,170450.0,220000.0,Single Family,Detached House,3,1,1073.0,1.348259,North
2016-09-24,2016,Waterbury,76230.0,41000.0,Single Family,Detached House,3,1,1085.0,1.348259,South
2016-09-24,2016,Bridgeport,114690.0,129900.0,Single Family,Detached House,3,1,923.0,1.348259,North
2016-09-25,2016,Waterbury,108410.0,70000.0,Single Family,Detached House,3,2,1025.0,1.348259,East
2016-09-25,2016,Bridgeport,,55000.0,Three Family,Triplex,6,5,2082.0,1.348259,North
2016-09-26,2016,Waterbury,116150.0,86000.0,Single Family,Detached House,3,2,,1.348259,North
2016-09-26,2016,Waterbury,60270.0,58000.0,Single Family,Detached House,3,3,1078.0,1.348259,East
2016-09-29,2016,West Hartford,129010.0,220000.0,Single Family,Detached House,3,2,981.0,1.348259,East
2016-09-30,2016,Waterbury,112120.0,111500.0,Single Family,Detached House,3,2,923.0,1.348259,East
2016-09-30,2016,,49800.0,26000.0,Single Family,Detached House,3,2,1077.0,1.348259,North
2016-09-30,2016,West Hartford,,255000.0,Single Family,Detached House,3,2,1013.0,1.348259,South
2016-09-30,2016,Waterbury,65200.0,15000.0,Three Family,Triplex,6,4,2177.0,1.348259,South
2016-10-01,2016,Norwalk,746480.0,910000.0,Single Family,Detached House,3,1,955.0,1.348259,West
2016-10-01,2016,West Hartford,208320.0,255000.0,Single Family,Detached House,3,2,943.0,1.348259,South
2016-10-01,2016,Norwalk,452380.0,575000.0,?,Detached House,3,3,1048.0,1.348259,East
2016-10-01,2016,Stamford,374750.0,635000.0,Single Family,Detached House,3,1,933.0,1.348259,North
2016-10-01,2016,West Hartford,193480.0,345000.0,?,Detached House,3,1,1076.0,1.348259,South
2016-10-02,2016,West Hartford,341180.0,675000.0,Single Family,Detached House,3,3,937.0,1.348259,South
2016-10-03,2016,Stamford,353930.0,540000.0,Two Family,Duplex,4,4,1359.0,1.348259,East
2016-10-03,2016,Norwalk,317380.0,472500.0,Single Family,Detached House,3,3,1011.0,1.348259,North
2016-10-03,2016,Norwalk,665870.0,800000.0,Single Family,Detached House,3,3,1051.0,1.348259,South
2016-10-03,2016,Waterbury,96870.0,150000.0,Two Family,Duplex,4,2,1211.0,1.348259,North
2016-10-06,2016,Greenwich,,775000.0,Single Family,Detached House,3,2,925.0,1.348259,South
2016-10-06,2016,,117350.0,87500.0,Single Family,Detached House,3,2,1076.0,1.348259,South
2016-10-06,2016,,206280.0,366000.0,Three Family,Triplex,6,6,2119.0,1.348259,West
2016-10-06,2016,West Hartford,125440.0,142000.0,Single Family,Detached House,3,1,910.0,1.348259,East
2016-10-07,2016,Fairfield,676410.0,800000.0,Single Family,Detached House,3,2,1057.0,1.348259,South
2016-10-07,2016,Bridgeport,130090.0,79000.0,Two Family,Duplex,4,4,1456.0,1.348259,North
2016-10-07,2016,Bridgeport,180680.0,215000.0,Single Family,Detached House,3,2,1084.0,1.348259,North
2016-10-08,2016,Greenwich,456610.0,640000.0,Single Family,Detached House,3,2,1100.0,1.348259,North
2016-10-08,2016,Norwalk,285220.0,295000.0,?,Detached House,3,2,949.0,1.348259,East
2016-10-08,2016,Norwalk,370560.0,618000.0,?,Detached House,3,2,,1.348259,South
2016-10-08,2016,Bridgeport,178370.0,64900.0,Three Family,Triplex,6,5,1957.0,1.348259,North
2016-10-09,2016,Waterbury,146100.0,157500.0,Single Family,Detached House,3,1,957.0,1.348259,West
2016-10-09,2016,Bridgeport,151390.0,96500.0,Single Family,Detached House,3,2,972.0,1.348259,West
2016-10-10,2016,Waterbury,60440.0,105000.0,Single Family,Detached House,3,1,1083.0,1.348259,East
2016-10-10,2016,Fairfield,481040.0,638250.0,Single Family,Detached House,3,1,1008.0,1.348259,East
2016-10-14,2016,Fairfield,278460.0,425000.0,?,Detached House,3,2,1031.0,1.348259,West
2016-10-14,2016,,302800.0,480000.0,?,Detached House,3,3,,1.348259,West
2016-10-14,2016,Greenwich,3340120.0,5993000.0,Single Family,Detached House,3,3,1026.0,1.348259,East
2016-10-15,2016,Greenwich,,3250000.0,?,Detached House,3,1,968.0,1.348259,East
2016-10-15,2016,Stamford,,620000.0,Single Family,Detached House,3,3,937.0,1.348259,South
2016-10-15,2016,Fairfield,298060.0,368400.0,?,Detached House,3,1,1041.0,1.348259,West
2016-10-15,2016,West Hartford,,330000.0,Two Family,Duplex,4,4,1236.0,1.348259,North
2016-10-15,2016,Stamford,267750.0,310500.0,?,Detached House,3,1,915.0,1.348259,East
2016-10-15,2016,Norwalk,321930.0,331000.0,Single Family,Detached House,3,2,972.0,1.348259,East
2016-10-16,2016,Norwalk,2601520.0,3000000.0,Single Family,Detached House,3,2,,1.348259,East
2016-10-16,2016,,74290.0,59676.0,Single Family,Detached House,3,1,952.0,1.348259,South
2016-10-16,2016,Fairfield,286720.0,325000.0,?,Detached House,3,3,935.0,1.348259,East
2016-10-16,2016,,1861180.0,2300000.0,Single Family,Detached House,3,1,944.0,1.348259,North
2016-10-16,2016,Waterbury,39880.0,14000.0,?,Triplex,6,5,1805.0,1.348259,East
2016-10-16,2016,Bridgeport,136940.0,98000.0,Single Family,Detached House,3,2,974.0,1.348259,South
2016-10-17,2016,Greenwich,855400.0,700000.0,Single Family,Detached House,3,1,1065.0,1.348259,West
2016-10-17,2016,Waterbury,65230.0,62500.0,Three Family,Triplex,6,4,1930.0,1.348259,West
2016-10-17,2016,Norwalk,458960.0,796000.0,Single Family,Detached House,3,2,1080.0,1.348259,North
2016-10-17,2016,Fairfield,310940.0,391500.0,Single Family,Detached House,3,2,1059.0,1.348259,South
2016-10-17,2016,Stamford,,680000.0,Single Family,Detached House,3,3,939.0,1.348259,North
2016-10-20,2016,,85350.0,69100.0,Single Family,Detached House,3,1,956.0,1.348259,East
2016-10-20,2016,,157850.0,200000.0,Single Family,Detached House,3,3,971.0,1.348259,West
2016-10-20,2016,Bridgeport,179060.0,186500.0,Two Family,Duplex,4,2,,1.348259,East
2016-10-20,2016,Bridgeport,129360.0,177000.0,Single Family,Detached House,3,2,,1.348259,North
2016-10-20,2016,West Hartford,167440.0,191250.0,Single Family,Detached House,3,2,968.0,1.348259,West
2016-10-21,2016,Stamford,245930.0,270000.0,?,Detached House,3,2,1056.0,1.348259,South
2016-10-21,2016,Bridgeport,174530.0,270000.0,Single Family,Detached House,3,2,1098.0,1.348259,North
2016-10-22,2016,Bridgeport,158950.0,130000.0,Two Family,Duplex,4,3,1208.0,1.348259,West
2016-10-22,2016,Norwalk,537860.0,685000.0,?,Detached House,3,2,929.0,1.348259,East
2016-10-22,2016,,429440.0,820000.0,Single Family,Detached House,3,1,1039.0,1.348259,West
2016-10-22,2016,Bridgeport,136740.0,40000.0,?,Detached House,3,3,921.0,1.348259,East
2016-10-22,2016,Waterbury,73710.0,138000.0,Single Family,Detached House,3,2,1084.0,1.348259,North
2016-10-23,2016,Norwalk,233430.0,326000.0,?,Detached House,3,1,946.0,1.348259,East
